,question_id,db_id,question,evidence,SQL,difficulty,STs
1340,1340,student_club,Calculate the difference of the total amount spent in all events by the Student_Club in year 2019 and 2020.,"The first 4 strings of the event_date values in the event table can represent year; The difference of the total amount spent = SUBTRACT(spent where YEAR(event_date) = 2019, spent where YEAR(event_date) = 2020)","SELECT SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2019' THEN T2.spent ELSE 0 END) - SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2020' THEN T2.spent ELSE 0 END) AS num FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event",moderate,"['event', 'budget']"
1341,1341,student_club,"Give the location for ""Spring Budget Review"".",'Spring Budget Review' is an event name;,SELECT location FROM event WHERE event_name = 'Spring Budget Review',simple,['event']
1342,1342,student_club,"What was the cost for the ""Posters"" on 2019/9/4?",'Poster' is an event description; on 2019/9/14 refers to event_date = '2019-09-04',SELECT cost FROM expense WHERE expense_description = 'Posters' AND expense_date = '2019-09-04',simple,['expense']
1343,1343,student_club,"With the biggest budget for the ""Food"", what was the remaining of it?","remaining of budget refers to remaining, biggest budget for 'Food' refers to MAX(budget.amount) where category = 'Food'",SELECT remaining FROM budget WHERE category = 'Food' AND amount = ( SELECT MAX(amount) FROM budget WHERE category = 'Food' ),simple,['budget']
1344,1344,student_club,What was the notes of the fundraising on 2019/9/14?,fundraising on 2019/9/14 refers to source = 'Fundraising' where date_received = '2019-09-14',SELECT notes FROM income WHERE source = 'Fundraising' AND date_received = '2019-09-14',simple,['income']
1345,1345,student_club,"How many majors are there in ""College of Humanities and Social Sciences""?",,SELECT COUNT(major_name) FROM major WHERE college = 'College of Humanities and Social Sciences',simple,['major']
1346,1346,student_club,"Tell the phone number of ""Carlo Jacobs"".","Carlo Jacobs is the full name; full name refers to first_name, last_name;",SELECT phone FROM member WHERE first_name = 'Carlo' AND last_name = 'Jacobs',simple,['member']
1347,1347,student_club,"Tell the hometown county for ""Adela O'Gallagher"".",hometown county refers to county,SELECT T2.county FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T1.first_name = 'Adela' AND T1.last_name = 'O''Gallagher',simple,"['member', 'zip_code']"
1348,1348,student_club,"For all the budgets for ""November Meeting"", how many of them had exceeded the budget?",'November Meeting' is an event name; remaining < 0 means the cost had exceeded the budget,SELECT COUNT(T2.event_id) FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T2.event_name = 'November Meeting' AND T1.remaining < 0,simple,"['event', 'budget']"
1349,1349,student_club,"Provide the total number of the budget amount for ""September Speaker"" event.",'September Speaker' is an event name; total number of budget amount refers to SUM(amount),SELECT SUM(T1.amount) FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T2.event_name = 'September Speaker',simple,"['event', 'budget']"
1350,1350,student_club,"What is the status of the event which bought ""Post Cards, Posters"" on 2019/8/20?","'Post Cards, Posters' is an expense description; on 2019/8/20 refers to expense_date = '2019-8-20'; status of event refers to event_status","SELECT T1.event_status FROM budget AS T1 INNER JOIN expense AS T2 ON T1.budget_id = T2.link_to_budget WHERE T2.expense_description = 'Post Cards, Posters' AND T2.expense_date = '2019-08-20'",moderate,"['expense', 'budget']"
1351,1351,student_club,What was Brent Thomason's major?,"Brent Thomason is the full name; full name refers to first_name, last_name; major refers to major_name",SELECT T2.major_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.first_name = 'Brent' AND T1.last_name = 'Thomason',simple,"['major', 'member']"
1352,1352,student_club,"For all the club members from ""Business"" major, how many of them wear medium size t-shirt?",'Business' is a major name; wear medium size t-shirt refers to t_shirt_size = 'Medium',SELECT COUNT(T1.member_id) FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T2.major_name = 'Business' AND T1.t_shirt_size = 'Medium',moderate,"['major', 'member']"
1353,1353,student_club,What's Christof Nielson's zip code type?,,SELECT T2.type FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T1.first_name = 'Christof' AND T1.last_name = 'Nielson',simple,"['member', 'zip_code']"
1354,1354,student_club,State the major name for the Vice President of the club.,'Vice President' is a position of Student Club,SELECT T2.major_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.position = 'Vice President',simple,"['major', 'member']"
1355,1355,student_club,"Where is the hometown state for ""Sacha Harrison""?",hometown state refers to state;,SELECT T2.state FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T1.first_name = 'Sacha' AND T1.last_name = 'Harrison',simple,"['member', 'zip_code']"
1356,1356,student_club,Which department was the President of the club in?,'President' is a position of Student Club,SELECT T2.department FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.position = 'President',simple,"['major', 'member']"
1357,1357,student_club,State the date Connor Hilton paid his/her dues.,"Connor Hilton is the full name; full name refers to first_name, last_name; date the dues was paid refers to date_received where source = 'Dues';",SELECT T2.date_received FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T1.first_name = 'Connor' AND T1.last_name = 'Hilton' AND T2.source = 'Dues',simple,"['member', 'income']"
1358,1358,student_club,Who was the first one paid his/her dues? Tell the full name.,"full name refers to first_name, last_name; first paid dues refers to MIN(received_date) where source = 'Dues'","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.source = 'Dues' ORDER BY T2.date_received LIMIT 1",simple,"['member', 'income']"
1359,1359,student_club,"How many times was the budget in Advertisement for ""Yearly Kickoff"" meeting more than ""October Meeting""?","budget in Advertisement refer to category = 'Advertisement' in the budget table; DIVIDE(SUM(amount when event_name = 'Yearly Kickoff'), SUM(amount when event_name = 'October Meeting'))",SELECT CAST(SUM(CASE WHEN T2.event_name = 'Yearly Kickoff' THEN T1.amount ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.event_name = 'October Meeting' THEN T1.amount ELSE 0 END) FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T1.category = 'Advertisement' AND T2.type = 'Meeting',challenging,"['event', 'budget']"
1360,1360,student_club,"What percentage was the budget for Parking to the total budget for the ""November Speaker""?","DIVDE(SUM( amount where category = 'Parking' and event_name = 'November Speaker'), COUNT(event_name = 'November Speaker)) * 100",SELECT CAST(SUM(CASE WHEN T1.category = 'Parking' THEN T1.amount ELSE 0 END) AS REAL) * 100 / SUM(T1.amount) FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T2.event_name = 'November Speaker',moderate,"['event', 'budget']"
1361,1361,student_club,What is the total cost of the pizzas for all the events?,total cost of the pizzas refers to SUM(cost) where expense_description = 'Pizza',SELECT SUM(cost) FROM expense WHERE expense_description = 'Pizza',simple,['expense']
1362,1362,student_club,"How many cities are there in Orange County, Virginia?","Orange County is the county name, Virginia is the state name",SELECT COUNT(city) FROM zip_code WHERE county = 'Orange County' AND state = 'Virginia',simple,['zip_code']
1363,1363,student_club,List all of the College of Humanities and Social Sciences' departments.,,SELECT department FROM major WHERE college = 'College of Humanities and Social Sciences',simple,['major']
1364,1364,student_club,Where is Amy Firth's hometown?,"hometown refers to city, county, state","SELECT T2.city, T2.county, T2.state FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T1.first_name = 'Amy' AND T1.last_name = 'Firth'",simple,"['member', 'zip_code']"
1365,1365,student_club,What are the expenses of the budget with the lowest remaining?,expense of budget refers to expense_description; lowest remaining refers to MIN(remaining),SELECT T2.expense_description FROM budget AS T1 INNER JOIN expense AS T2 ON T1.budget_id = T2.link_to_budget ORDER BY T1.remaining LIMIT 1,simple,"['expense', 'budget']"
1366,1366,student_club,"List all the members who attended the event ""October Meeting"".",'October Meeting' is an event name;,SELECT DISTINCT T3.member_id FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T1.event_name = 'October Meeting',simple,"['attendance', 'event', 'member']"
1367,1367,student_club,Which college do most of the members go to?,college most members go refers to MAX(COUNT(major.college)),SELECT T2.college FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id GROUP BY T2.major_id ORDER BY COUNT(T2.college) DESC LIMIT 1,simple,"['major', 'member']"
1368,1368,student_club,"What does the person with the phone number ""809-555-3360"" major in?",major in refers to major_name,SELECT T2.major_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.phone = '809-555-3360',simple,"['major', 'member']"
1369,1369,student_club,Which event has the highest budget amount?,event refers to event_name; highest budget amount refers to MAX(amount),SELECT T2.event_name FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id ORDER BY T1.amount DESC LIMIT 1,simple,"['event', 'budget']"
1370,1370,student_club,List all the expenses incurred by the vice president.,expense refers to expense_description; 'Vice President' is a position of the Student Club,"SELECT T2.expense_id, T2.expense_description FROM member AS T1 INNER JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T1.position = 'Vice President'",simple,"['expense', 'member']"
1371,1371,student_club,"How many members attended the ""Women's Soccer"" event?",'Women's Soccer' is the event name;,SELECT COUNT(T2.link_to_member) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'Women''s Soccer',simple,"['attendance', 'event']"
1372,1372,student_club,"When did the member, Casey Mason, received the income?",when the income was received refers to date_received,SELECT T2.date_received FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T1.first_name = 'Casey' AND T1.last_name = 'Mason',simple,"['member', 'income']"
1373,1373,student_club,How many of the members' hometowns are from Maryland state?,,SELECT COUNT(T2.member_id) FROM zip_code AS T1 INNER JOIN member AS T2 ON T1.zip_code = T2.zip WHERE T1.state = 'Maryland',simple,"['member', 'zip_code']"
1374,1374,student_club,"How many events did the member with the phone number ""954-555-6240"" attend?",,SELECT COUNT(T2.link_to_event) FROM member AS T1 INNER JOIN attendance AS T2 ON T1.member_id = T2.link_to_member WHERE T1.phone = '954-555-6240',simple,"['attendance', 'member']"
1375,1375,student_club,"List all the members of the ""School of Applied Sciences, Technology and Education"" department.","list all members means to list all the full name; full name refers to first_name, last_name;","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T2.department = 'School of Applied Sciences, Technology and Education'",moderate,"['major', 'member']"
1376,1376,student_club,"Among all the closed events, which event has the highest spend-to-budget ratio?","closed events refers to event_name where status = 'Closed'; highest spend-to budget ratio refers to MAX(DIVIDE(spent, amount))",SELECT T2.event_name FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T2.status = 'Closed' ORDER BY T1.spent / T1.amount DESC LIMIT 1,moderate,"['event', 'budget']"
1377,1377,student_club,How many student have the position of president?,'President' is a position of Student Club,SELECT COUNT(member_id) FROM member WHERE position = 'President',simple,['member']
1378,1378,student_club,What is the highest amount of budget spend for an event?,highest amount of budget spend refers to MAX(spent),SELECT MAX(spent) FROM budget,simple,['budget']
1379,1379,student_club,How many meeting events were held in 2020?,meeting events refers to type = 'Meeting'; held in 2020 refers to YEAR(event_date) = 2020,"SELECT COUNT(event_id) FROM event WHERE type = 'Meeting' AND SUBSTR(event_date, 1, 4) = '2020'",simple,['event']
1380,1380,student_club,What is the total amount of money spent for food?,total amount of money spent refers to SUM(spent); spent for food refers to category = 'Food',SELECT SUM(spent) FROM budget WHERE category = 'Food',simple,['budget']
1381,1381,student_club,List the name of students that have attended more than 7 events.,"name of students means the full name; full name refers to first_name, last_name; attended more than 7 events refers to COUNT(link_to_event) > 7","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN attendance AS T2 ON T1.member_id = T2.link_to_member GROUP BY T2.link_to_member HAVING COUNT(T2.link_to_event) > 7",moderate,"['attendance', 'member']"
1382,1382,student_club,"Among the students majored in interior design, who have attended the Community Theater event?",majored in music refers to major_name = 'Interior Design'; 'Community Theater' is the event name;,"SELECT T2.first_name, T2.last_name FROM major AS T1 INNER JOIN member AS T2 ON T1.major_id = T2.link_to_major INNER JOIN attendance AS T3 ON T2.member_id = T3.link_to_member INNER JOIN event AS T4 ON T3.link_to_event = T4.event_id WHERE T4.event_name = 'Community Theater' AND T1.major_name = 'Interior Design'",moderate,"['event', 'major', 'attendance', 'member']"
1383,1383,student_club,"State the name of students from Georgetown, South Carolina.","name of students means the full name; full name refers to first_name, last_name; Georgetown is a city; South Carolina is a state","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T2.city = 'Georgetown' AND T2.state = 'South Carolina'",simple,"['member', 'zip_code']"
1384,1384,student_club,How many income generated by Grant Gilmour?,income generated refers to income.amount,SELECT T2.amount FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T1.first_name = 'Grant' AND T1.last_name = 'Gilmour',simple,"['member', 'income']"
1385,1385,student_club,Which student was able to generate income more than $40?,"name of students means the full name; full name refers to first_name, last_name; generate income more than $50 refers to income.amount > 40","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.amount > 40",simple,"['member', 'income']"
1386,1386,student_club,What is the total expense for the Yearly Kickoff?,'Yearly Kickoff' is an event name; total expense refers to SUM(cost),SELECT SUM(T3.cost) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'Yearly Kickoff',simple,"['expense', 'event', 'budget']"
